id,heading,location,timestamp,price,coords,url,img
314635489,DeLonghi Magnifica S espressomaskin,Oslo,1691705580000,2000,"59.90391,10.75821",https://www.finn.no/bap/forsale/ad.html?finnkode=314635489,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/10/9/314/635/489_2067958038.jpg
314690792,Philips Espresso EP4010/00 kaffemaskin,Oslo,1691754960000,1500,"59.9311,10.78139",https://www.finn.no/bap/forsale/ad.html?finnkode=314690792,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/11/2/314/690/792_729999163.png
314733381,Portafilter til  Olympia Cremina espressomaskin,Oslo,1691774220000,1800,"59.9174,10.8192",https://www.finn.no/bap/forsale/ad.html?finnkode=314733381,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/11/1/314/733/381_1297380790.jpg
314788889,Jura Ena 7 Espresso kaffemaskin med melkeskummer,Vettre,1691828460000,3500,"59.8257,10.46919",https://www.finn.no/bap/forsale/ad.html?finnkode=314788889,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/12/9/314/788/889_90021563.jpg
314986942,De Longhi Magnifica S kaffemaskin,Røyse,1691929200000,950,"60.09215,10.28956",https://www.finn.no/bap/forsale/ad.html?finnkode=314986942,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/13/2/314/986/942_2115565674.jpg
315072765,Espresso kaffekoker,Oslo,1691948820000,100,"59.88089,10.85208",https://www.finn.no/bap/forsale/ad.html?finnkode=315072765,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/13/5/315/072/765_550882293.jpg
315253900,Sage kaffekvern selges billig!,Oslo,1692040140000,2300,"59.93472,10.70437",https://www.finn.no/bap/forsale/ad.html?finnkode=315253900,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/14/0/315/253/900_1612969329.jpg
315351212,Espresso maskin Simonelli musica (må fikses),Oslo,1692104820000,500,"59.9441,10.7735",https://www.finn.no/bap/forsale/ad.html?finnkode=315351212,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/15/2/315/351/212_2076028200.jpg
315383557,Kaffemaskin: Delonghi magnifica S,Ski,1692116040000,2000,"59.72011,10.81583",https://www.finn.no/bap/forsale/ad.html?finnkode=315383557,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/15/7/315/383/557_1695508892.jpg
315383548,Rancilio Miss Silvia,Drammen,1692116220000,3200,"59.7538,10.1183",https://www.finn.no/bap/forsale/ad.html?finnkode=315383548,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/15/8/315/383/548_517568448.jpg
315450722,CAFFE LUSSO PRO ESPRESSO MASKIN,Nesoddtangen,1692165240000,700,"59.84775,10.66247",https://www.finn.no/bap/forsale/ad.html?finnkode=315450722,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/16/2/315/450/722_1462972447.jpg
315618310,DeLonghi Caffe Carmen Pump Espresso Make,Fornebu,1692262800000,1500,"59.89735,10.61003",https://www.finn.no/bap/forsale/ad.html?finnkode=315618310,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/17/0/315/618/310_1917706830.png
315756991,VertuoPlus Deluxe Sølv Kaffemaskin,Oppegård,1692346920000,750,"59.764,10.80743",https://www.finn.no/bap/forsale/ad.html?finnkode=315756991,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/18/1/315/756/991_525405738.jpg
315889936,Kaffemaskin,Oslo,1692437040000,6500,"59.92558,10.72125",https://www.finn.no/bap/forsale/ad.html?finnkode=315889936,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/19/6/315/889/936_670923462.jpg
315953729,DeLonghi Kaffemaskin,Oslo,1692459000000,1500,"59.9238,10.63437",https://www.finn.no/bap/forsale/ad.html?finnkode=315953729,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/19/9/315/953/729_605752682.jpg
315959194,Rancilio Silvia espressomaskin,Haslum,1692466320000,3400,"59.91563,10.56083",https://www.finn.no/bap/forsale/ad.html?finnkode=315959194,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/19/4/315/959/194_1478436028.jpg
315990773,Isomac Granmacinino profesjonale grinder,Slependen,1692476460000,1200,"59.88583,10.50264",https://www.finn.no/bap/forsale/ad.html?finnkode=315990773,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/19/3/315/990/773_203399935.jpg
316026291,Espresso kaffemaskin Classic Gaggia,Fornebu,1692522000000,600,"59.89224,10.61885",https://www.finn.no/bap/forsale/ad.html?finnkode=316026291,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/20/1/316/026/291_1319661874.jpg
316038359,Rancilio Rocky kaffekvern,Ski,1692525420000,2700,"59.7197,10.8356",https://www.finn.no/bap/forsale/ad.html?finnkode=316038359,https://images.finncdn.no/dynamic/default/2023/8/vertical-0/20/9/316/038/359_1909014980.jpg
